height,length,width,driveline,engine,gears,transmission,cty,fuel_type,hwy,id,make,model_year,year,hp,torque,model,km_per_l_cty,km_per_l_hwy
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Manual,22,Gasoline,27,2010 Ford Ranger XLT SuperCab,Ford,2010 Ford Ranger,2010,143,154,Ford Ranger,7.75330396475771,9.515418502202644
148,51,226,Rear-wheel drive,Ford 2.3L 4 Cylinder 143 hp 154 ft-lbs,5,Automatic,19,Gasoline,24,2010 Ford Ranger XLT SuperCab AT,Ford,2010 Ford Ranger,2010,143,154,Ford Ranger,6.696035242290749,8.458149779735685
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,15,Gasoline,21,2010 Ford Ranger XLT SuperCab V6,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.286343612334802,7.400881057268723
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,16,Gasoline,21,2010 Ford Ranger XLT SuperCab V6 AT,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.638766519823789,7.400881057268723
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,15,Gasoline,21,2010 Ford Ranger XLT SuperCab 4-Door,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.286343612334802,7.400881057268723
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,16,Gasoline,21,2010 Ford Ranger XLT SuperCab 4-Door AT,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.638766519823789,7.400881057268723
183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,15,Gasoline,19,2010 Ford Ranger XLT SuperCab 4-Door 4X4,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.286343612334802,6.696035242290749
183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,14,Gasoline,18,2010 Ford Ranger XLT SuperCab 4-Door 4X4 AT,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,4.933920704845815,6.343612334801763
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,15,Gasoline,21,2010 Ford Ranger Sport,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.286343612334802,7.400881057268723
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,16,Gasoline,21,2010 Ford Ranger Sport AT,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.638766519823789,7.400881057268723
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,15,Gasoline,21,2010 Ford Ranger Sport 4-Door,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.286343612334802,7.400881057268723
148,51,226,Rear-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,16,Gasoline,21,2010 Ford Ranger Sport 4-Door AT,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.638766519823789,7.400881057268723
183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Manual,15,Gasoline,19,2010 Ford Ranger Sport 4-Door 4X4,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,5.286343612334802,6.696035242290749
183,51,19,Four-wheel drive,Ford 4.0L 6 Cylinder 207 hp 238 ft-lbs,5,Automatic,14,Gasoline,18,2010 Ford Ranger Sport 4-Door 4X4 AT,Ford,2010 Ford Ranger,2010,207,238,Ford Ranger,4.933920704845815,6.343612334801763
37,128,224,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,4,Automatic,13,Gasoline,16,2012 Ford E-150 Wagon XL,Ford,2012 Ford E-150 Wagon,2012,225,286,Ford E-150 Wagon,4.581497797356828,5.638766519823789
37,128,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,12,Gasoline,16,2012 Ford E-150 Wagon XL 5.4L,Ford,2012 Ford E-150 Wagon,2012,255,350,Ford E-150 Wagon,4.229074889867842,5.638766519823789
37,128,224,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,4,Automatic,9,E85,12,2012 Ford E-150 Wagon XLT,Ford,2012 Ford E-150 Wagon,2012,225,286,Ford E-150 Wagon,3.1718061674008813,4.229074889867842
37,128,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,12,Gasoline,16,2012 Ford E-150 Wagon XLT 5.4L,Ford,2012 Ford E-150 Wagon,2012,255,350,Ford E-150 Wagon,4.229074889867842,5.638766519823789
37,128,224,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,4,Automatic,9,E85,12,2012 Ford E-150 Wagon XLT Premium,Ford,2012 Ford E-150 Wagon,2012,225,286,Ford E-150 Wagon,3.1718061674008813,4.229074889867842
37,128,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,9,E85,12,2012 Ford E-150 Wagon XLT Premium 5.4L,Ford,2012 Ford E-150 Wagon,2012,255,350,Ford E-150 Wagon,3.1718061674008813,4.229074889867842
37,128,224,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,4,Automatic,13,Gasoline,16,2011 Ford E-150 Wagon XL,Ford,2011 Ford E-150 Wagon,2011,225,286,Ford E-150 Wagon,4.581497797356828,5.638766519823789
37,128,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,12,Gasoline,15,2011 Ford E-150 Wagon XL 5.4L,Ford,2011 Ford E-150 Wagon,2011,255,350,Ford E-150 Wagon,4.229074889867842,5.286343612334802
37,128,224,Rear-wheel drive,Ford 4.6L 8 cylinder 225 hp 286 ft-lbs FFV,4,Automatic,9,E85,12,2011 Ford E-150 Wagon XLT,Ford,2011 Ford E-150 Wagon,2011,225,286,Ford E-150 Wagon,3.1718061674008813,4.229074889867842
37,128,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,9,E85,12,2011 Ford E-150 Wagon XLT 5.4L,Ford,2011 Ford E-150 Wagon,2011,255,350,Ford E-150 Wagon,3.1718061674008813,4.229074889867842
49,5,214,Front-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,17,Gasoline,24,2012 Buick Enclave Convenience Group,Buick,2012 Buick Enclave,2012,288,270,Buick Enclave,5.991189427312776,8.458149779735685
49,5,214,Front-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,17,Gasoline,24,2012 Buick Enclave Premium Group,Buick,2012 Buick Enclave,2012,288,270,Buick Enclave,5.991189427312776,8.458149779735685
49,5,214,All-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,16,Gasoline,22,2012 Buick Enclave Leather Group AWD,Buick,2012 Buick Enclave,2012,288,270,Buick Enclave,5.638766519823789,7.75330396475771
49,5,214,All-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,16,Gasoline,22,2012 Buick Enclave AWD,Buick,2012 Buick Enclave,2012,288,270,Buick Enclave,5.638766519823789,7.75330396475771
49,5,214,All-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,16,Gasoline,22,2012 Buick Enclave Premium Group AWD,Buick,2012 Buick Enclave,2012,288,270,Buick Enclave,5.638766519823789,7.75330396475771
49,5,214,Front-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,17,Gasoline,24,2012 Buick Enclave,Buick,2012 Buick Enclave,2012,288,270,Buick Enclave,5.991189427312776,8.458149779735685
49,5,214,Front-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,17,Gasoline,24,2012 Buick Enclave Leather Group,Buick,2012 Buick Enclave,2012,288,270,Buick Enclave,5.991189427312776,8.458149779735685
49,5,214,All-wheel drive,Buick 3.6L 6 Cylinder 288 hp 270 ft-lbs,6,Automatic,16,Gasoline,22,2012 Buick Enclave Convenience Group AWD,Buick,2012 Buick Enclave,2012,288,270,Buick Enclave,5.638766519823789,7.75330396475771
62,128,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,9,E85,11,2012 Ford E-350 Super Duty Wagon XL,Ford,2012 Ford E-350 Super Duty Wagon,2012,255,350,Ford E-350 Super Duty Wagon,3.1718061674008813,3.876651982378855
62,128,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,5,Automatic,10,Gasoline,13,2012 Ford E-350 Super Duty Wagon XL V10,Ford,2012 Ford E-350 Super Duty Wagon,2012,305,420,Ford E-350 Super Duty Wagon,3.5242290748898677,4.581497797356828
42,124,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,11,Gasoline,15,2012 Ford E-350 Super Duty Wagon XL Extended,Ford,2012 Ford E-350 Super Duty Wagon,2012,255,350,Ford E-350 Super Duty Wagon,3.876651982378855,5.286343612334802
42,124,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,5,Automatic,10,Gasoline,13,2012 Ford E-350 Super Duty Wagon XL Extended V10,Ford,2012 Ford E-350 Super Duty Wagon,2012,305,420,Ford E-350 Super Duty Wagon,3.5242290748898677,4.581497797356828
62,128,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,11,Gasoline,15,2012 Ford E-350 Super Duty Wagon XLT,Ford,2012 Ford E-350 Super Duty Wagon,2012,255,350,Ford E-350 Super Duty Wagon,3.876651982378855,5.286343612334802
62,128,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,5,Automatic,10,Gasoline,13,2012 Ford E-350 Super Duty Wagon XLT V10,Ford,2012 Ford E-350 Super Duty Wagon,2012,305,420,Ford E-350 Super Duty Wagon,3.5242290748898677,4.581497797356828
42,124,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,11,Gasoline,15,2012 Ford E-350 Super Duty Wagon XLT Extended,Ford,2012 Ford E-350 Super Duty Wagon,2012,255,350,Ford E-350 Super Duty Wagon,3.876651982378855,5.286343612334802
42,124,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,5,Automatic,10,Gasoline,13,2012 Ford E-350 Super Duty Wagon XLT Extended  V10,Ford,2012 Ford E-350 Super Duty Wagon,2012,305,420,Ford E-350 Super Duty Wagon,3.5242290748898677,4.581497797356828
62,128,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,11,Gasoline,15,2011 Ford E-350 Super Duty Wagon XL,Ford,2011 Ford E-350 Super Duty Wagon,2011,255,350,Ford E-350 Super Duty Wagon,3.876651982378855,5.286343612334802
62,128,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,5,Automatic,10,Gasoline,13,2011 Ford E-350 Super Duty Wagon XL V10,Ford,2011 Ford E-350 Super Duty Wagon,2011,305,420,Ford E-350 Super Duty Wagon,3.5242290748898677,4.581497797356828
42,124,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,11,Gasoline,15,2011 Ford E-350 Super Duty Wagon XL Extended,Ford,2011 Ford E-350 Super Duty Wagon,2011,255,350,Ford E-350 Super Duty Wagon,3.876651982378855,5.286343612334802
42,124,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,5,Automatic,10,Gasoline,13,2011 Ford E-350 Super Duty Wagon XL Extended V10,Ford,2011 Ford E-350 Super Duty Wagon,2011,305,420,Ford E-350 Super Duty Wagon,3.5242290748898677,4.581497797356828
62,128,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,11,Gasoline,15,2011 Ford E-350 Super Duty Wagon XLT,Ford,2011 Ford E-350 Super Duty Wagon,2011,255,350,Ford E-350 Super Duty Wagon,3.876651982378855,5.286343612334802
62,128,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,5,Automatic,10,Gasoline,13,2011 Ford E-350 Super Duty Wagon XLT V10,Ford,2011 Ford E-350 Super Duty Wagon,2011,305,420,Ford E-350 Super Duty Wagon,3.5242290748898677,4.581497797356828
42,124,224,Rear-wheel drive,Ford 5.4L 8 cylinder 255 hp 350 ft-lbs FFV,4,Automatic,9,E85,11,2011 Ford E-350 Super Duty Wagon XLT Extended,Ford,2011 Ford E-350 Super Duty Wagon,2011,255,350,Ford E-350 Super Duty Wagon,3.1718061674008813,3.876651982378855
42,124,224,Rear-wheel drive,Ford 6.8L 10 cylinder 305 hp 420 ft-lbs,5,Automatic,10,Gasoline,13,2011 Ford E-350 Super Duty Wagon XLT Extended  V10,Ford,2011 Ford E-350 Super Duty Wagon,2011,305,420,Ford E-350 Super Duty Wagon,3.5242290748898677,4.581497797356828
223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,6,Automatic,25,Gasoline,36,2012 Buick Lacrosse Convenience Group,Buick,2012 Buick Lacrosse,2012,182,172,Buick Lacrosse,8.810572687224669,12.687224669603525
223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,6,Automatic,25,Gasoline,36,2012 Buick Lacrosse Leather Group,Buick,2012 Buick Lacrosse,2012,182,172,Buick Lacrosse,8.810572687224669,12.687224669603525
223,137,64,Front-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,6,Automatic,17,Gasoline,27,2012 Buick Lacrosse Premium III Group,Buick,2012 Buick Lacrosse,2012,303,264,Buick Lacrosse,5.991189427312776,9.515418502202644
223,137,64,All-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,6,Automatic,12,E85,18,2012 Buick Lacrosse Premium II Group AWD,Buick,2012 Buick Lacrosse,2012,303,264,Buick Lacrosse,4.229074889867842,6.343612334801763
223,137,64,Front-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,6,Automatic,17,Gasoline,27,2012 Buick Lacrosse Premium II Group,Buick,2012 Buick Lacrosse,2012,303,264,Buick Lacrosse,5.991189427312776,9.515418502202644
223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,6,Automatic,25,Gasoline,36,2012 Buick Lacrosse Premium I Group,Buick,2012 Buick Lacrosse,2012,182,172,Buick Lacrosse,8.810572687224669,12.687224669603525
223,137,64,Front-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,6,Automatic,17,Gasoline,27,2012 Buick Lacrosse Touring Group,Buick,2012 Buick Lacrosse,2012,303,264,Buick Lacrosse,5.991189427312776,9.515418502202644
223,137,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,6,Automatic,25,Gasoline,36,2012 Buick Lacrosse,Buick,2012 Buick Lacrosse,2012,182,172,Buick Lacrosse,8.810572687224669,12.687224669603525
223,137,64,Front-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,6,Automatic,17,Gasoline,27,2012 Buick Lacrosse Convenience Group 3.6L,Buick,2012 Buick Lacrosse,2012,303,264,Buick Lacrosse,5.991189427312776,9.515418502202644
223,137,64,Front-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,6,Automatic,13,E85,19,2012 Buick Lacrosse Premium I Group 3.6L,Buick,2012 Buick Lacrosse,2012,303,264,Buick Lacrosse,4.581497797356828,6.696035242290749
223,137,64,All-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,6,Automatic,16,Gasoline,26,2012 Buick Lacrosse Leather Group 3.6L AWD,Buick,2012 Buick Lacrosse,2012,303,264,Buick Lacrosse,5.638766519823789,9.162995594713657
223,137,64,All-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,6,Automatic,12,E85,18,2012 Buick Lacrosse Premium I Group 3.6L AWD,Buick,2012 Buick Lacrosse,2012,303,264,Buick Lacrosse,4.229074889867842,6.343612334801763
223,137,64,Front-wheel drive,Buick 3.6L 6 Cylinder 303 hp 264 ft-lbs FFV,6,Automatic,13,E85,19,2012 Buick Lacrosse Leather Group 3.6L,Buick,2012 Buick Lacrosse,2012,303,264,Buick Lacrosse,4.581497797356828,6.696035242290749
206,173,29,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,4,Automatic,15,Gasoline,20,2011 Dodge Ram Dakota ST Extended Cab 4x2,Dodge,2011 Dodge Dakota,2011,210,235,Dodge Dakota,5.286343612334802,7.048458149779735
206,173,29,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,4,Automatic,14,Gasoline,18,2011 Dodge Ram Dakota ST Extended Cab 4x4,Dodge,2011 Dodge Dakota,2011,210,235,Dodge Dakota,4.933920704845815,6.343612334801763
208,173,29,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,4,Automatic,15,Gasoline,20,2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x2,Dodge,2011 Dodge Dakota,2011,210,235,Dodge Dakota,5.286343612334802,7.048458149779735
208,173,29,Rear-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,5,Automatic,9,E85,13,2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x2,Dodge,2011 Dodge Dakota,2011,302,329,Dodge Dakota,3.1718061674008813,4.581497797356828
206,173,29,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,4,Automatic,14,Gasoline,18,2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 4x4,Dodge,2011 Dodge Dakota,2011,210,235,Dodge Dakota,4.933920704845815,6.343612334801763
206,173,29,Four-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,5,Automatic,9,E85,13,2011 Dodge Ram Dakota Bighorn/Lonestar Crew Cab 302 hp 4x4,Dodge,2011 Dodge Dakota,2011,302,329,Dodge Dakota,3.1718061674008813,4.581497797356828
206,173,29,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,4,Automatic,15,Gasoline,20,2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x2,Dodge,2011 Dodge Dakota,2011,210,235,Dodge Dakota,5.286343612334802,7.048458149779735
206,173,29,Rear-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,5,Automatic,9,E85,13,2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x2,Dodge,2011 Dodge Dakota,2011,302,329,Dodge Dakota,3.1718061674008813,4.581497797356828
206,173,29,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,4,Automatic,14,Gasoline,18,2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 4x4,Dodge,2011 Dodge Dakota,2011,210,235,Dodge Dakota,4.933920704845815,6.343612334801763
206,173,29,Four-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,5,Automatic,14,Gasoline,19,2011 Dodge Ram Dakota Bighorn/Lonestar Extended Cab 302 hp 4x4,Dodge,2011 Dodge Dakota,2011,302,329,Dodge Dakota,4.933920704845815,6.696035242290749
208,173,29,Rear-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,4,Automatic,15,Gasoline,20,2011 Dodge Ram Dakota Laramie Crew Cab 4x2,Dodge,2011 Dodge Dakota,2011,210,235,Dodge Dakota,5.286343612334802,7.048458149779735
208,173,29,Rear-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,5,Automatic,14,Gasoline,19,2011 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x2,Dodge,2011 Dodge Dakota,2011,302,329,Dodge Dakota,4.933920704845815,6.696035242290749
206,173,29,Four-wheel drive,Dodge 3.7L 6 Cylinder 210 hp 235 ft-lbs,4,Automatic,14,Gasoline,18,2011 Dodge Ram Dakota Laramie Crew Cab 4x4,Dodge,2011 Dodge Dakota,2011,210,235,Dodge Dakota,4.933920704845815,6.343612334801763
206,173,29,Four-wheel drive,Dodge 4.7L 8 Cylinder 302 hp 329 ft-lbs FFV,5,Automatic,9,E85,13,2011 Dodge Ram Dakota Laramie Crew Cab 302 hp 4x4,Dodge,2011 Dodge Dakota,2011,302,329,Dodge Dakota,3.1718061674008813,4.581497797356828
244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,16,Gasoline,20,2010 Nissan Frontier Crew Cab SE,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.638766519823789,7.048458149779735
244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Nissan Frontier Crew Cab SE AT,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
244,196,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,16,Gasoline,20,2010 Nissan Frontier Crew Cab SE Long Bed,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.638766519823789,7.048458149779735
244,196,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Nissan Frontier Crew Cab SE Long Bed AT,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,15,Gasoline,19,2010 Nissan Frontier Crew Cab SE 4x4,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,6.696035242290749
244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2010 Nissan Frontier Crew Cab SE 4x4 AT,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
244,196,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,6,Manual,15,Gasoline,19,2010 Nissan Frontier Crew Cab SE Long Bed  4x4,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,6.696035242290749
244,196,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2010 Nissan Frontier Crew Cab SE Long Bed 4x4 AT,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
244,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Nissan Frontier Crew Cab PRO-4X,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
244,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2010 Nissan Frontier Crew Cab PRO-4X 4x4,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
85,99,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Nissan Frontier Crew Cab LE,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
85,196,57,Rear-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,15,Gasoline,20,2010 Nissan Frontier Crew Cab LE Long Bed,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,5.286343612334802,7.048458149779735
85,99,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2010 Nissan Frontier Crew Cab LE 4x4,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
85,196,57,Four-wheel drive,Nissan 4.0L 6 Cylinder 261 hp 281 ft-lbs,5,Automatic,14,Gasoline,19,2010 Nissan Frontier Crew Cab LE Long Bed 4x4,Nissan,2010 Nissan Frontier,2010,261,281,Nissan Frontier,4.933920704845815,6.696035242290749
203,223,64,Front-wheel drive,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Automatic,18,Gasoline,29,2012 Buick Regal Turbo Premium III Group,Buick,2012 Buick Regal,2012,220,258,Buick Regal,6.343612334801763,10.220264317180618
203,223,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,6,Automatic,15,E85,22,2012 Buick Regal Premium I Group,Buick,2012 Buick Regal,2012,182,172,Buick Regal,5.286343612334802,7.75330396475771
203,223,64,Front-wheel drive,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Automatic,18,Gasoline,29,2012 Buick Regal Turbo Premium I Group,Buick,2012 Buick Regal,2012,220,258,Buick Regal,6.343612334801763,10.220264317180618
203,223,64,Front-wheel drive,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Manual,20,Gasoline,32,2012 Buick Regal Turbo Premium I Group MT,Buick,2012 Buick Regal,2012,220,258,Buick Regal,7.048458149779735,11.277533039647578
203,223,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,6,Automatic,19,Gasoline,31,2012 Buick Regal,Buick,2012 Buick Regal,2012,182,172,Buick Regal,6.696035242290749,10.92511013215859
203,223,64,Front-wheel drive,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Manual,20,Gasoline,32,2012 Buick Regal Turbo Premium II Group MT,Buick,2012 Buick Regal,2012,220,258,Buick Regal,7.048458149779735,11.277533039647578
203,223,64,Front-wheel drive,Buick 2.4L 4 Cylinder 182 hp 172 ft-lbs Hybrid,6,Automatic,15,E85,22,2012 Buick Regal Premium II Group,Buick,2012 Buick Regal,2012,182,172,Buick Regal,5.286343612334802,7.75330396475771
203,223,64,Front-wheel drive,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Automatic,18,Gasoline,29,2012 Buick Regal Turbo Premium II Group,Buick,2012 Buick Regal,2012,220,258,Buick Regal,6.343612334801763,10.220264317180618
203,223,64,Front-wheel drive,Buick 2.0L 4 Cylinder 220 hp 258 ft-lbs FFV,6,Manual,20,Gasoline,32,2012 Buick Regal Turbo Premium III Group MT,Buick,2012 Buick Regal,2012,220,258,Buick Regal,7.048458149779735,11.277533039647578
193,223,64,Front-wheel drive,Buick 2.0L 4 Cylinder 270 hp 295 ft-lbs Turbo,6,Manual,19,Gasoline,27,2012 Buick Regal GS,Buick,2012 Buick Regal,2012,270,295,Buick Regal,6.696035242290749,9.515418502202644
